Abetalipoproteinemia	-0.10359477	-0.11794741	-0.050625544	0.005813041	-0.24872151	0.27028486	-0.13288078	0.21375057	-0.046117082000000004	0.19847438	0.06740351	-0.24941044	0.13409288	-0.06991867	-0.029469218	0.21745388	0.008141088000000001	-0.09191360000000001	0.028824756	-0.09204438	-0.13149834	-0.10989584	0.04919873599999999	-0.23290099	0.14024029999999998	-0.1219744	0.055740744	-0.0014555262	-0.10718157	-0.14970285	-0.25221398	0.023442185	-0.21806112	-0.29394709999999996	-0.13522069	0.047559265	-0.1675944	-0.032219846	-0.0057939054	0.020179013	-0.3003206	0.030396052000000003	-0.11870455	0.17692147	-0.13530514	-0.109031335	-0.036897432	0.14713064	-0.14863054	0.14388351	-0.13460493	-0.11847719599999999	0.013521513999999998	-0.06763291	0.10377028	0.07989088	0.2000698	-0.27332473	0.19585997	-0.08460169	0.05141834	0.24179149	-0.048314903	0.17976558	0.07133656071428572	0.02982266153428572	0.15642327771428569	0.10931696041224492	-0.4446236810408164	-0.08273368227428571	-0.058316126165306126	0.09848517687755103	0.05276192423061224	-0.0015948250285714276	0.11280666410816327	-0.020637921204081627	0.13037915018367346	-0.30613259697959183	-0.08069224952448978	-0.07212002976326531	-0.17396287727300003	0.2955483471938775	-0.05212584676326531	-0.2285430798232653	0.17822286155102038	0.07925510362244897	0.030189106587755105	-0.14321035819999997	-0.12624781549183672	-0.09532161838571429	-0.03890505438163266	0.07366922728571429	-0.2571531049285714	-0.03028923512244896	0.025155142734693877	-0.15213240558367347	0.013173742612244905	-0.031234404530612252	0.014080616763265306	-0.21303194636734696	-0.05925909129387754	0.02240569897959183	-0.16728936635510203	-0.056817358567346925	0.08094648074591836	0.14356758229387753	0.0610233342122449	-0.023287746326530624	0.16346675066938776	-0.0592032663877551	0.08199518953061224	0.14384238400000002	-0.12317362242755099	0.13285890697959185	0.034936166897959184	-0.022153857734693878	0.20870425422653063	0.23169197353061224	-0.109902792622449	0.015894902510204072	-0.07155219633673468	-0.037942472	0.17699788449387754	-0.029417090767346943	-0.13026022093877548	-0.21281878752204086	-0.09624248254693879	0.1876174230142856
Abortion Habitual	-0.027474947000000003	0.008257747	-0.25951418	-0.26244143	-0.00039289735000000003	0.24207142	-0.013881222	0.10960546	-0.16149560000000002	-0.19708782	0.05202166	-0.038680006	-0.02442944	-0.08700454	-0.18632518	0.15960653	-0.07965222	0.14783093	-0.03282594	-0.19275887	-0.08775742	-0.31044248	0.21286836	-0.001190244	-0.13867143	-0.23412049	0.072719865	0.03751361	-0.10401647	0.0075050722999999995	0.08031262	-0.06580053	-0.09639489	-0.18773653	0.066568494	-0.19334158	0.048868842	-0.42542586	-0.13944127	0.112517685	-0.15727736	0.013734033999999999	0.061520322999999995	0.10717069	-0.10369527	0.09549483	-0.07971112400000001	0.08726497	0.11239381	0.17029811	-0.38320679999999996	0.12927768	0.057246427999999995	-0.041119274	0.032124396	0.31662562	0.13280228	0.03985636	-0.06365785	-0.27845570000000003	-0.18806602	0.19474126	0.08733947	-0.12206342	-0.05536120515492956	0.2843128200535211	0.1212685021267606	0.18006564557746477	-0.38628953291549295	-0.13944236880281688	-0.04222028576338027	0.16975490747464797	0.03161978152112675	0.07798110318309862	0.278521963112676	0.06554062773943661	0.1874344673042254	-0.4379494383698592	0.06774963786549296	-0.2257794366197182	-0.18244744387281694	0.29061234678309866	0.06936755030985914	-0.23306446384929577	0.006847850211267593	0.17556491662535212	-0.03736316287605635	-0.2149028484964788	-0.1906845841338028	-0.06304577696619722	-0.20012418959859152	0.2607305865647887	-0.20978609705633802	0.08214289070704224	-0.17034070061830986	-0.230554849571831	0.11204477625690144	-0.02547530517464789	-0.16702430938028162	-0.13627773039436625	0.1351625800985916	-0.011713686269014083	-0.23571284638028175	-0.07417958975549299	0.04566606225352112	0.05821771396619715	0.08600876301104225	0.049737497942253524	0.1304724295915493	-0.10558651237605633	0.08191304678873237	0.07330576432394369	-0.2034619386760564	0.15335313059859157	-0.1148511626197183	0.09428161673239435	0.08109878019718306	0.14396181938084507	-0.11278924905633805	-0.04043421484788733	-0.08386672355774649	0.07042910864788733	0.2944882639225351	-0.04369063588732393	-0.11840938219295775	-0.30090003060563386	-0.06834306443154929	0.1645201755352113
Acanthosis Nigricans	-0.16315491	-0.013644368	0.17598172	-0.07537477	-0.2273084	0.07498132	0.12946218	0.06238996	0.006669508	0.117311314	0.081232235	-0.13986368	0.0959546	-0.022464111000000002	-0.015404471000000001	-0.030676872	0.12583515	0.10368376	-0.09309281400000001	0.05059184	-0.057106227	-0.14187728	0.09464796	-0.34719837	0.17734772	-0.14593588	-0.19279867	0.0315371	-0.09575525	0.057649202999999996	-0.16426896	-0.015302668	-0.31758097	-0.19198456	-0.12648831	-0.17306370000000001	-0.09682152	-0.16097263	-0.091427475	0.0076239663	0.026853845	-0.043639388	0.026606527999999997	0.20712405	-0.018801798999999998	0.031287048	-0.06372497	-0.08033752	0.08251134	0.17031802	-0.1485091	-0.09105939	0.047754567000000005	-0.088707395	-0.06544849	0.12738208	0.046949185	-0.14434817	-0.033668824	-0.056631035999999996	0.012346231000000001	0.055774495	-0.10239558	0.050836742000000004	0.06635175608387096	-0.013855877541935492	-0.09598429941935484	-0.08261773561290324	-0.3946732160322581	-0.1388522453548387	-0.03333609483870969	0.04859064479677418	0.09614608351612902	0.049769593664516144	0.15051771911935483	-0.0906886437096774	0.1648578261935485	-0.3271690631935484	-0.2626582084193549	-0.08667288325806455	-0.1510767755483871	0.21951996741935484	-0.10356627994838709	-0.2612838062580646	0.03147028653225806	0.06945826925806449	0.0777728398064516	-0.2860075717741936	-0.08370410235483872	-0.15286820122903225	-0.12017982380645162	0.0904017603387097	-0.21382776859225808	0.031057329838709683	0.21179548895161296	-0.06344225587096772	0.040978511096774195	-0.03127320993548387	-0.2609689125806452	-0.2915556749032259	-0.07121077519354838	0.08987111960322582	-0.2061459888387097	-0.1332476262064516	0.05713133669032261	0.047203628474193536	0.007648698080645179	0.03281384451612902	0.045812864345161304	-0.09311148806451613	0.0955121600903226	0.13433621937741935	-0.12009507026774191	0.10673756712903225	-0.05608163296774192	0.0646196091935484	0.12187322261290322	0.13125134648387096	-0.13386193680580646	0.07556436283870967	-0.06462900104516131	-0.1266215083	0.012288140032258059	-0.0898733800483871	0.01603016451612901	-0.2069615896129032	0.03018332215161291	0.2333606826167742
Achondroplasia	0.17295727	-0.10169033	0.08948001	-0.18107332	0.0853124	-0.07235186	-0.15306433	0.2982809	-0.23970723	0.24346606	0.22277573	-0.01180712	0.14757167	0.13677585	-0.18669741	0.07754061	-0.21688093	0.1770035	0.10562308	-0.36118847	-0.055068158	-0.042166628	-0.10576060400000001	-0.14150448	0.21121916	0.25580442	-0.20431116	0.0052655440000000005	0.10043027	0.07451179599999999	-0.018260658	-0.055973302999999995	0.043868687	-0.47757304	0.12157006599999999	0.10081461	-0.049946684000000005	-0.17685397	-0.27109727	0.014271411999999999	-0.035585913999999996	-0.04655597	-0.19407198	0.051303495	0.05894524599999999	0.087309	-0.20570832	-0.11849811	0.28127329999999995	0.15671109	-0.24548611	-0.05404947	-0.39915156	0.07821797	0.15828875	0.20132732	-0.13715783	0.023842952999999997	0.010191994000000001	-0.11284019	0.1597144	0.04392242	-0.047791768	0.06463774	-0.021733499074074084	0.03499607740740741	-0.11151636947407405	-0.1356528505925926	-0.23213326177777774	-0.13847970355555558	-0.06373430074074071	0.2396454464814815	0.04531341994814816	-0.10568969890740737	0.2766936874814815	-0.03116192062962962	0.05103648464074072	-0.37895575044444446	-0.12711705834444445	-0.01951173737037037	-0.1608871821111111	0.20562580237037037	-0.049571487741851834	-0.4016828058518518	0.1476774035555556	0.04215506770370371	-0.029200998814814808	-0.2226787721111111	-0.17067168514814812	-0.1385911571851852	0.04355644675185185	0.26555553644444446	-0.22067703592592594	0.005063955903703702	0.1232993304074074	-0.1903924209851852	0.08215714288888891	-0.041360565925925935	-0.19358046469259266	-0.21820651175185188	0.043474955259259235	-0.008200023666666665	-0.32261167911111105	-0.16638358025925923	-0.022506966111111106	-0.00834740667222222	0.00023706244444442862	-0.02705246418518518	-0.008637482914814802	-0.08975687055555558	0.17966589922592593	0.07944053144444446	-0.13316243040740738	0.12163143803703706	-0.1212717312407407	0.04534191733333332	0.21906688077777775	0.05809285318518519	-0.2136023229629629	-0.02305506062962963	-0.10997208896296294	-0.0859862399259259	0.22668617600000004	0.10768333585925925	0.016817924025925926	-0.24304805055555562	-0.004183655222222222	0.23805837851851858
Acidosis Lactic	-0.10212896	-0.080702245	0.065011814	0.09725079	0.08092659	0.12004835	0.30222797	0.08833250000000001	-0.18404329	0.23054606	-0.029965445	-0.01896759	0.040586606000000004	0.063526265	-0.09563247	0.48496038	-0.15437567	0.1811596	0.080041185	-0.42474118	0.16241507	0.057449095	0.69962555	-0.45512748	-0.070280395	0.17505777	0.29294318	0.022986793999999998	-0.22252296	0.1501918	0.058932915	0.07779982	-0.55270773	-0.527656	-0.42609012	-0.085468225	0.27360323	-0.31519458	0.16350202	-0.30788618	-0.07312715	-0.23139475	0.27907413	-0.11389157	-0.4281848	0.13109915	-0.289274	0.38021272	-0.35986555	0.27650306	0.25709242	0.12702097	-0.061813835	-0.26024556	-0.30439740000000004	-0.37175974	-0.3452254	-0.10191894	0.037965205	-0.14626981	0.27914193	-0.010689146	0.38191172	0.01918583	-0.16334881270175441	-0.025152892653245596	0.058420881523684215	-0.09910530543008772	-0.3642609109298245	-0.440029946640351	-0.1341485323684211	0.13035094876754394	0.08778750389473682	-0.10769235397894739	0.42004364029298247	-0.06649522951929826	0.08609349590000001	-0.29672166063308764	0.04624530294122808	-0.08896205523271933	0.034765033872807015	0.15157537409763153	-0.13366407646842113	-0.028823427803333336	0.30822124526929834	0.24064573749122806	0.19725003625438606	-0.22414737246491226	-0.11141374651315793	-0.18600442072894746	-0.2211993283070175	0.14896063169912285	-0.1972149581745613	-0.33471964340000004	0.13128433140789472	0.008887965859649129	-0.030687435705263166	-0.2818107277017544	0.08090619400701755	-0.15068984267192978	-0.06074683778947368	-0.14384508498771922	-0.13594480601842102	0.00848729192105263	0.3334813756842103	0.019359074321929813	0.07718287496561409	-0.062435374241228074	0.07614667602084209	-0.24218408077456136	-0.046859431807017536	0.17083043580964913	-0.22075087410526326	0.1696576424233508	-0.14687978501929827	0.18731502077719303	0.2902785198877192	0.09448825062657892	0.04665854792763158	-0.014604958527192983	-0.09046994012017541	0.13738979977631577	0.20831612310526312	-0.25747589279210525	0.06015512775438596	-0.05270068516052633	0.1633756659008772	0.2486814470894738
Acne Vulgaris	0.11743651	-0.40905124	-0.5045934	-0.25359938	-0.41380298	-0.4612516	-0.038177412	-0.308195	0.103561446	-0.39350563	0.2213116	-0.5467118000000001	-0.019092666	-0.1279895	-0.6471357	0.15778393	0.076361924	0.25646558	0.11980747	0.42382726	-0.49433827	0.11325583	0.0025742364000000003	0.31963715	-0.00564746	-0.6751981	0.39316466	-0.05642693	-0.029279397999999998	-0.104274325	-0.43589252	0.28262085	-0.20761926	-0.43665212	0.349524	-0.26752606	0.10097847	0.12463781	-0.37645793	-0.031165248	0.23565447	-0.10508194	0.44071049999999995	-0.13026685	0.22540061	-0.33813909999999997	-0.31502779999999997	0.19949035	0.1636289	0.58882624	-0.14787924	0.5158507999999999	0.18168543	-0.27931342	0.33457600000000004	-0.02421545	0.18076421	0.09892988	0.30392548	-0.69613224	0.41816090000000006	-0.3230223	0.3484131	-0.045585386	-0.3079839659	0.28665555015	-0.17029021232500002	0.08358002360000003	-0.4546505232500001	0.04136463505	-0.15578819549999995	0.15398857197000004	-0.0708002159	-0.13048116259999995	0.12229908884999999	0.04305229505	0.15403860023	-0.5438482623500001	0.20286236695000004	-0.37267883119999995	-0.09031713504999998	0.4506139222500001	-0.19518268800000008	-0.18649728105	0.11183938370499998	0.3989685916	-0.07484581425	-0.10542758478500003	-0.11312341784999999	-0.4486323859999999	-0.16749284444999996	0.16754529205	-0.18659675675	-0.09690738220000003	-0.031430229100000005	-0.22190632390000004	0.16225194597499998	-0.2517991255	-0.27693807935	-0.11863435602999998	0.1275151812	0.08021874254999999	-0.26898366275	-0.19657960665	0.09598453459999998	0.0800396805	0.22948323554999997	0.04667310270000001	0.08847001180000003	-0.06305251814999999	0.2654522802	-0.22668513554999997	-0.32955688350000006	0.11289924500000001	-0.06246044559999999	-0.013475333740000001	0.38433272405	0.26347161055	-0.42037303275000004	0.10916818159000001	0.05278527154999998	0.020345678750000012	0.3552235979499999	-0.39640471750499995	-0.010161741050000003	-0.2269596408	-0.05141231632500002	0.14224012874999997
Acquired Immunodeficiency Syndrome	-0.009604396999999999	-0.19472626	0.24364197	0.017007696	-0.025640301	0.0039369190000000005	0.003948623	0.056391325	-0.14028029	0.15224482	-0.01631427	-0.08239703599999999	0.111196436	-0.02055418	0.040059727	0.29028535	-0.20520189999999996	0.12670430000000002	0.10157687	-0.059086163	-0.08283760400000001	-0.16696773	-0.024105387000000002	-0.17062245	0.077061765	-0.04780943	0.15332264	0.062264267000000005	-0.08132744	-0.063862145	-0.027079191000000002	0.128675	-0.12041342	-0.31956252	-0.23075177	-0.03810911	0.035701495	-0.15702213	-0.0522764	-0.03426073	0.1382395	0.02855477	-0.07579508	0.019177891000000002	0.12577996	-0.05531055	-0.061370667000000004	0.3002184	-0.043684505	0.13856469	-0.23076837	-0.05244709	-0.21379192	-0.15355407	-0.076914884	0.004478655	0.07515993	-0.043301433	0.07123648	0.0070742914	0.056966484000000005	0.21353609999999998	0.05760648	-0.044621184	-0.030668351078857157	0.10726751856171425	-0.03383172663085714	0.04806767389428568	-0.3896006248471427	-0.10131924183428577	-0.10475600555714286	0.21367044406914296	0.06998014186571429	-0.028416807614857157	0.19538055791428577	0.009842423257142864	0.2197747571297143	-0.34091550686434274	-0.013191624640000002	-0.12542420117428585	-0.12371260718897133	0.30494669578674266	-0.11240656759388565	-0.1944728058305144	0.14443226047999996	0.14495569133371425	0.051203467471257154	-0.1851860706891428	-0.22066904790098857	-0.13069830836400004	-0.054528854571428614	0.22337999506057135	-0.2632233978039999	0.06104318685428574	-0.01764024229314286	-0.21173792346628573	0.08790428698000004	-0.04403355283428572	-0.13501217015371436	-0.08697795815771431	0.067884206708	-0.042618919838285724	-0.18370156931999995	-0.05098596855257142	0.04352373164217142	0.11611767496399998	0.09617190608971429	-0.034189899262857135	0.10692010334171426	-0.036116775088571425	0.14588451397542862	0.04301120654114287	-0.15385323417657137	0.1378707019342857	-0.011941904622857144	-0.03787239389828572	0.24855054066800006	0.10598687841428579	-0.20371126462514288	0.015138139047428572	-0.056705590693714295	-0.008634381525714285	0.22750619890571427	0.003522334998285718	-0.07213794618057143	-0.22136827530114284	-0.033203392338628575	0.13933644337245715
Acromegaly	-0.08445333	-0.19727962	0.12972991	-0.14664958	-0.045244277	0.09943556	0.01765385	0.07312128	-0.101123564	0.16013671	0.16188242	-0.09929228	0.063180126	-0.06519162	0.00617275	0.06630649	0.16619727	0.118228495	0.08474689	-0.16146873	-0.008338094	-0.070001826	0.011519803	-0.21952575	-0.036626216	-0.04194701	-0.024973102	0.05811415	0.10714554	0.07548421	-0.27638614	-0.07896004599999999	-0.15788102	-0.24808387	-0.08720574	0.046497922000000004	-0.10074984	-0.25985745	-0.09283529	0.009493378	0.057017878	-0.07392196	-0.0098618455	0.029499106	0.03609007	0.0024105685000000003	-0.14585498	-0.14101984	0.11867097	0.15880887	-0.20832892	0.06485288	-0.027485568	-0.05485578	-0.057821073	0.10544292	-0.052539453	-0.019776234	0.09276063	-0.07642241599999999	0.061530285	0.12799458	-0.08163897	-0.00417385	-0.05307597280138885	0.09808650711111111	0.055888655638888896	0.06829901730555557	-0.3269610831902777	-0.10010876902500003	0.04228328497222224	0.21332818975	0.004524010180555558	0.012176675375416656	0.1941154956388889	-0.04721371264583332	0.027288179305555545	-0.3833650334444444	-0.15015080612500004	-0.17966864222222226	-0.1852611951347222	0.24509439237083339	-0.20429008161111106	-0.2167805761388889	0.07588587072222225	0.00929819690277777	-0.13170358177777775	-0.17184306512222228	-0.17608908024999997	-0.1631672319722222	-0.15231807823194443	0.10186856725277776	-0.14753323290694442	-0.02958305944444445	0.0015029189902777808	-0.15598328780416665	0.04294315428472222	-0.010745264444444451	-0.1089992005263889	-0.2169756884083334	-0.08329602972222222	0.01839640850277778	-0.24080791229166673	-0.1856021211583334	0.08306745651388889	0.07841262327777779	-0.04123609261111109	0.060962995259722215	-0.023174444345833333	-0.06123547225	0.11922605725416663	0.19688451117638892	-0.14115116924999999	0.1308766456111111	-0.013372271277777783	0.05629789810416667	0.1682093349249999	0.12675486216666668	-0.22974195555863883	0.08492923753680559	-0.16517061743055556	-0.04298743440777777	0.21735893517083327	-0.09831265849027777	-0.017481378118055554	-0.09887957313861111	0.005191130729166666	0.2850436152500001
ACTH-Secreting Pituitary Adenoma	-0.12597403	-0.02097443	0.10074173	-0.29730168	-0.10869258	0.10452791	-0.008603845	0.101512715	0.063613035	0.24194135	0.19945246	0.18080229	0.17407864	0.019417552	-0.07568331	-0.0074127446999999996	0.16494554	0.10091725	0.14427717	-0.119010404	-0.14280283	-0.06396297	-0.07019132	-0.23587935	0.11666599	-0.10596880000000002	0.021242466	0.040379945	-0.029853031000000002	0.10338788	-0.26636362	0.020233672	-0.06930818	-0.19237007	-0.18555748	0.04946996	-0.06639524	-0.2469828	-0.19455326	-0.0057818037	0.091109954	-0.13156751	0.1002092	-0.032399826	0.22133997	0.09748455	-0.11327686	0.14130771	0.12691912	0.046269927	-0.12271091	0.050973732	0.05185902	-0.101060145	-0.17022043	0.111092076	0.041199308	-0.023349	0.0029693590000000004	-0.21740942	0.08782192	0.15249242	-0.05392456	0.050845653	0.009859784475675678	0.044366143405405414	0.13525613816216214	0.09483524772972972	-0.41690696945945954	-0.1699838173324324	0.1215725117027027	0.12221076620810811	0.07637762291891892	0.07183792545945944	0.15011643797297297	-0.06384213493243246	0.01182202176486485	-0.3164186488178379	-0.1275839746918919	-0.19179649484108102	-0.19635053521540546	0.229498867627027	-0.21189104151351354	-0.33576388775675664	0.015547022612162162	0.001260924700000005	-0.23527180920270271	-0.10243976715135135	-0.24131084879864872	-0.014592069729729724	-0.12207252581081078	0.21871654889729736	-0.10670691011891893	-0.03222768233243243	-0.14391065162162162	-0.09968916854054054	0.11752480453783787	0.11911962224324332	-0.12473746166216224	-0.16883951635945946	-0.040049779810810815	0.05287087243243243	-0.31703400482972977	-0.24729828352297298	0.021695887559459455	0.08527566361351352	-0.16954013189189188	0.14163553558108105	-0.05260989313513514	-0.08571138943783783	0.0251708807054054	0.3693237278027026	-0.12404579781081071	0.1634385822162162	-0.009494467343243242	-0.0028367433432432165	0.28649621156756755	0.24359578710810817	-0.14130260489459456	-0.11547658208108108	-0.26568363180810806	-0.03893656852162161	0.1951160636216216	-0.17601369508108106	0.09886009625945946	-0.08094444691891892	-0.03777725546486488	0.3607740102972972
Acute Coronary Syndrome	-0.010911376	-0.120236605	0.2498563	0.10200784	-0.18386091	0.08618927	0.048102725	0.07240912	-0.123311535	-0.010395599	0.009272475	-0.119772404	0.06200255	-0.07072525	-0.056461193	0.3236893	-0.17456825	0.18905517	0.11028101	0.029799722	0.066695176	-0.08041042	-0.06328329	-0.018022433	-0.0028417932	-0.14119181	-0.05581411	0.07677313	-0.03757468	-0.009514458	0.011759017	0.09926028	-0.22660077	-0.12259619	-0.20470467	0.06497816	-0.12916756	-0.10743495	-0.086327426	0.03863597	0.15127987	0.13866358	0.16311839	0.23740809	0.12143373	0.048769426	-0.22841674	0.19334894	-0.13663879	0.24112622	-0.26673123	-0.096399814	-0.13461486	0.049767174000000004	-0.1875318	-0.05374156	0.17751174	0.04411092	0.19567874	-0.10202796	-0.04388219	0.16205227	0.027722902999999997	-0.111988015	-0.09559742254094203	0.15266694919086954	-0.01512627384021739	0.02717341692898549	-0.3239941858793477	-0.1293367248137681	-0.10675093726304336	0.14142059906195648	0.09902458295199275	0.011092002726811588	0.2680372071025362	0.043943845753623194	0.12546935956449268	-0.382801598828732	-0.03752903458550726	-0.15632488980586962	-0.19080306279398535	0.22980943091557945	-0.09194299271739129	-0.22699424435913051	0.09445087018804346	0.19438037209409423	0.032233495153260835	-0.21058302540036217	-0.15728206254775354	-0.1240864781608696	-0.044796903439855075	0.20765625099166637	-0.21687367519927525	0.010010141374637682	0.0165264160655797	-0.20301479686775367	0.11590389577971011	-0.06846017978695647	-0.11773125583913038	-0.18538203647094212	0.05387978922318841	-0.0068657892615942165	-0.20920310336561596	-0.14695107732326093	0.06145754759938406	0.07815769459347828	0.08015345559675356	0.009282818096992758	0.1045290466594203	-0.05816352157173914	0.14297391219079716	-0.013849288022826091	-0.11544634393902173	0.1092523557398551	0.016925244193478257	0.019308558263405856	0.1787332094362319	0.15441010052246376	-0.17179150799184773	0.036572763602173916	-0.03890926103586958	-0.0707219321435507	0.24282004589420286	-0.04187645323913045	-0.04417662015579712	-0.2392350100833333	-0.0081880349768116	0.21048261926477546
Addison Disease	-0.12791896	-0.17042056	-0.19222641	-0.032604534	-0.22569445	-0.38411167	0.024106403999999998	-0.23184484	0.06832312	-0.036154155	-0.1882356	-0.13841905	0.23337668	-0.054240283	-0.18108903	0.1667047	0.04051901	0.086064994	-0.35640576	-0.13703634	-0.22025789999999998	-0.07529904	-0.12851083	-0.10591047	0.11928525	-0.21292864	0.2752436	-0.2984275	0.015065842	0.13676465	-0.27303258	0.17972995	-0.2382156	-0.276758	-0.00038932258	-0.017878097	0.17771128	-0.13594177	0.07811032	0.05112232	-0.39122906	-0.111050464	0.20569304	0.22656341	0.16397154	-0.057627037	-0.27960894	0.0120639345	0.040257946	0.023234906	-0.07885963	0.2379808	-0.06740518	-0.15119877	0.092400946	0.09554198	-0.0012568741	-0.08077843	0.15762353	-0.4318862	0.30968112	0.03831779	0.060181934000000006	-0.22501872	-0.053037771012987026	0.1483372711948052	0.06709206497402596	0.1323166162857143	-0.3985764172727273	-0.13681025287792203	-0.05529829299090909	0.1728931849181818	-0.07573409650909092	0.08037743629610389	0.08588104914285706	-0.035044785064935066	0.17575207975324675	-0.3940142600649351	0.051197305428571434	-0.06871966681688312	-0.10359429671074026	0.3068838209220779	-0.15973064299740253	-0.20306396076493508	0.02547811980974027	0.22963402643636366	-0.11593672564545454	-0.08757320417012987	-0.1949975889077921	-0.1114425728831169	-0.1766776688727273	0.15846569262467533	-0.36649023859740254	0.10951233922727273	-0.0499795991883117	-0.20375367022077923	0.13656824318441554	-0.07726616902597402	-0.053861957298701274	-0.0374808275532468	-0.10347672719220777	-0.0013237440727272684	-0.3896029102077922	-0.03566684322987013	0.07547956899220776	0.11833109439870126	0.0783153674909091	0.05046424446233765	0.11100161911688315	-0.15858996182207794	0.13273976114675323	0.2789910219480519	-0.17593982289610388	0.19822914863636365	0.04559223457142858	-0.11856785989740261	0.2587031025350649	0.14802598551428575	-0.02403771619558442	-0.0038527271688311836	0.0011329107441558509	0.0357711400844156	0.27374146280389605	-0.18290379301298698	-0.1974296919545454	-0.07496856606493502	-0.1629085943077922	0.2716386973220779
Adenocarcinoma	0.023608271	-0.051939587999999995	0.18960993	-0.10531045	-0.19798742	0.12599784	0.15938745	0.01120509	-0.07046919	0.044347156	0.025920113999999998	0.033810876000000004	0.10747000000000001	0.011291200000000001	-0.0015515717	0.20059209	-0.044233527	0.021320242000000003	-0.0074149254	-0.059917644000000006	-0.0018605792	-0.06430423	0.03556411	-0.22487523	0.0335408	0.016273765	0.010084385	0.0771671	-0.09671947	-0.07756289	-0.09486903	0.13443466	-0.22758307	-0.27662190000000003	-0.13674489	0.04644942	-0.06294195	-0.17522304	-0.09595634	0.07888885	0.013170571	-0.063782595	-0.075009696	0.18527449999999998	0.14695749	-0.039157376	-0.08585356	0.08859074	-0.014497631	0.08168445	-0.21931343	-0.008897611	0.04648669	-0.022724400000000002	-0.059958737000000005	0.09294081	0.033340316	-0.12552376	0.08477271	-0.09589763	0.08885373	0.12656939	0.024338558	0.040429913	-0.05035131422547878	0.03218427615855376	-0.007152219286514658	-0.010556209449622149	-0.32189294680124386	-0.12253622248820846	-0.12284985749973272	0.10997282073348517	0.08591575568019547	-0.023934614867283384	0.20233526758070366	-0.06381276094534852	0.09152439800811735	-0.2895590160298828	-0.0775404558857753	-0.10179490928953096	-0.11579394251886302	0.22174599044413654	-0.07148082372829981	-0.19058998313669676	0.14302686698417566	0.11259019366383728	0.02441084241620196	-0.21511677114990235	-0.18442161067912063	-0.11201607543819542	-0.07612739429110095	0.10554445732189567	-0.190970129953407	-0.028556695067159604	0.02205121258626388	-0.173231774599264	0.0476794956621108	0.002137586423426718	-0.05923084585333549	-0.14826402680339415	-0.018218327357085316	0.0008194201174592865	-0.2188602977894007	-0.08927097559694475	0.030151038782449468	0.09994156052670104	0.06204242936724041	0.0206866140750971	0.07517139793605858	-0.09637767674073294	0.11083630901375893	0.1157236799980718	-0.17142271448366103	0.11824522865558328	-0.012047386219401952	0.006946814823413689	0.12251857006123776	0.1517693792269836	-0.15128485776007153	0.05302042148949181	-0.08593740807902292	-0.009261113612684045	0.1878701798422607	-0.07271710087035826	0.0033571343489902355	-0.1759057346994334	-0.02223390456745277	0.21916153814472172
